𧗿	彳 亍 亠 幺 冫 飞无折 十
𧘀	彳 亍 巛 日 木
𧘁	彳 亍 日 山 1 兀
𧘂	彳 亍 立 里
𧘃	彳 亍 罒 貝
𧘄	彳 亍 巛 丆 目 寸
𧘅	彳 亍 士 罒 貝
𧘆	彳 亍 目 目 卧人 1 延字心无撇
𧘇	衣省
𧘈	衤 了
𧘉	亠 衣省 冂
𧘊	亠 衣省 几
𧘋	衤 八
𧘌	衤 乃
𧘍	衤 工
𧘎	亠 1 丂 衣省
𧘏	衤 弓
𧘐	衤 3 七
𧘑	衤 勹 4
𧘒	衤 1 八
𧘓	衤 左字框 4
𧘔	衤 下
𧘕	衤 上
𧘖	衤 刀 4
𧘗	口 亠 衣省
𧘘	亠 1 于无横 衣省
𧘙	亠 1 八 衣省
𧘚	衤 1 丂
𧘛	衤 1 丝左角
𧘜	衤 千
𧘝	亠 毛 衣省
𧘞	衤 冬字底 十
𧘟	衤 1 巾
𧘠	亠 八 刀 衣省
𧘡	衤 少三 3
𧘢	衤 1 彑
𧘣	衤 殳
𧘤	衤 勹 厶
𧘥	衤 丑
𧘦	亠 王 衣省
𧘧	衤 3 二 6
𧘨	亠 弓 2 衣省
𧘩	方 亠 衣省
𧘪	衤 牙
𧘫	亠 䶹 1 衣省
𧘬	衤 左字框 十
𧘭	亠 全字头 4 5 衣省
𧘮	文 凵 衣省
𧘯	亠 衣省 青字底
𧘰	3 龶 衣省
𧘱	衤 比字旁 匕
𧘲	衤 止
𧘳	亠 八 八 衣省
𧘴	1 巾 亠 衣省
𧘵	衤 弋 3
𧘶	衤 攵
𧘷	衤 爪
𧘸	衤 七 凵
𧘹	衤 大 4
𧘺	衤 风省 又
𧘻	衤 斤
𧘼	亠 临下角 衣省
𧘽	女 又 亠 衣省
𧘾	衤 1 6 3 6 3 4
𧘿	衤 正
𧙀	衤 立
𧙁	止 匕 亠 衣省
𧙂	衤 弓 乔字底
𧙃	亠 丁 口 衣省
𧙄	衤 木 1
𧙅	衤 匚 口
𧙆	衤 瓜
𧙇	衤 宀 几
𧙈	衤 5 1 口
𧙉	亠 屮 凵 衣省
𧙊	衤 囗 叚右角
𧙋	衤 口 八
𧙌	亠 衣省 勹 巳
𧙍	3 夫 亠 衣省
𧙎	亠 勹 口 衣省
𧙏	亠 由 衣省
𧙐	大 十 亠 衣省
𧙑	丁 口 亠 衣省
𧙒	衤 二 廾
𧙓	衤 卧人 乍字底
𧙔	衤 又 土
𧙕	衤 未
𧙖	衤 古
𧙗	衤 左字框 口
𧙘	勹 巳 亠 衣省
𧙙	亠 巾 衣省
𧙚	亠 衣省 用
𧙛	衤 左字框 巾
𧙜	疒 亠 衣省
𧙝	衤 斤 4
𧙞	衤 木框 冂
𧙟	衤 曳无丿 3
𧙠	衤 戊 4
𧙡	衤 亦
𧙢	衤 弋 工
𧙣	衤 大框 弓
𧙤	衤 乃 木
𧙥	衤 冂 1 口
𧙦	亠 屮 凵 八 衣省
𧙧	衤 无三 干
𧙨	亻 壬 亠 衣省
𧙩	亠 1 夕 刂 衣省
𧙪	亠 囗 口 衣省
𧙫	衤 耳
𧙬	亠 临下角 亠 衣省
𧙭	弓 弓 亠 衣省
𧙮	衤 䒑 几 刂
𧙯	丷 夫 亠 衣省
𧙰	亠 工 八 衣省
𧙱	衤 风省 1 巾
𧙲	衤 耂 丂
𧙳	合 亠 衣省
𧙴	亠 日 亠 衣省
𧙵	亠 屮 1 八 衣省
𧙶	宀 1 于无横 亠 衣省
𧙷	衤 1 夕 刂
𧙸	衤 1 亙无二 1
𧙹	衤 向
𧙺	衤 反字框 1 口
𧙻	衤 聿三 举字底
𧙼	衤 厂 止
𧙽	衤 虫
𧙾	亻 卢字头 又 亠 衣省
𧙿	衤 亠 衣省
𧚀	衤 卧人 母
𧚁	衤 宀 1 兀
𧚂	衤 王 廾
𧚃	衤 3 糸
𧚄	衤 3 扌 戈
𧚅	衤 4 艮
𧚆	衤 十 冖 子
𧚇	衤 尔字头 口 见字底
𧚈	衤 己 心
𧚉	衤 厶 八 夊
𧚊	衤 耳 6
𧚋	衤 夊 丰
𧚌	亠 爿 士 衣省
𧚍	亠 1 氺 4 衣省
𧚎	衤 千 日
𧚏	衤 木框 口
𧚐	十 口 冖 亠 衣省
𧚑	衤 戈 口
𧚒	牜 土 亠 衣省
𧚓	衤 卬字旁 弋二 巾
𧚔	衤 龴 甬字底
𧚕	衤 亠 夊 冬字底
𧚖	衤 足
𧚗	衤 由 丂
𧚘	衤 禾 乃
𧚙	衤 亻 卧人 乍字底
𧚚	氵 犬 亠 衣省
𧚛	4 廾 横两点 4 亠 衣省
𧚜	衤 反字框 二 巾
𧚝	举字底 戈 亠 衣省
𧚞	亠 冂 八 口 衣省
𧚟	衤 尸 毛
𧚠	王 廾 亠 衣省
𧚡	向字框 王 亠 衣省
𧚢	衤 享字头 儿
𧚣	里 亠 衣省
𧚤	亠 亻 夕 夕 衣省
𧚥	衤 耳 又
𧚦	衤 亠 厶 木
𧚧	衤 负字头 臼
𧚨	衤 1 聿三 龰
𧚩	禾 勹 3 亠 衣省
𧚪	衤 立 女
𧚫	衤 龶 青字底
𧚬	衤 穴 工
𧚭	衤 3 无三 3 干
𧚮	衤 隹
𧚯	衤 爫 冖 又
𧚰	亠 又 又 又 又 衣省
𧚱	亠 巛 口 亠 衣省
𧚲	巛 冂 1 刂 亠 衣省
𧚳	衤 牛 冂 刂
𧚴	衤 厶 虫
𧚵	火 日 亠 衣省
𧚶	衤 十 戈 刀
𧚷	衤 白 荒字底
𧚸	衤 山 用
𧚹	享字头 北字旁 匕 衣省
𧚺	衤 止 龰
𧚻	衤 比字旁 匕 白
𧚼	衤 全字头 4 龴 口
𧚽	亠 田 丌 衣省
𧚾	亠 口 口 亠 衣省
𧚿	耳 又 亠 衣省
𧛀	木 木 亠 衣省
𧛁	亠 衣省 冖 亠 衣省
𧛂	衤 囗 古
𧛃	衤 囗 禾
𧛄	衤 人 亠 衣省
𧛅	衤 亠 夕 6 3 4
𧛆	衤 水 日
𧛇	衤 長
𧛈	衤 全字头 1 扁字心
𧛉	亠 衣省 木 攵
𧛊	衤 龷 日
𧛋	衤 全字头 4 5 心
𧛌	亠 衣省 于无横 3 左字框 又 4
𧛍	衤 大 勹 巳
𧛎	衤 山 全字头 4 龴
𧛏	衤 䒑 幺 幺
𧛐	衤 尸 至
𧛑	衤 覀 土
𧛒	衤 竹头 大
𧛓	衤 虍 夊
𧛔	衤 龶 母
𧛕	衤 见二 二 目
𧛖	衤 方 卧人 也
𧛗	衤 穴 犬
𧛘	衤 了 口 又 1
𧛙	亠 爫 龴 木 衣省
𧛚	衤 田 畏字底带横
𧛛	衤 人 镸
𧛜	土 土 寸 亠 衣省
𧛝	衤 乂 凵 八 夊
𧛞	衤 古 月
𧛟	衤 日 生
𧛠	衤 戈 工 八
𧛡	衤 戊 1 口
𧛢	衤 至 攵
𧛣	叚字旁无二 二 叚右角 又 亠 衣省
𧛤	衤 勹 横两撇 4 心
𧛥	衤 亠 厶 冂 里无日
𧛦	1 巾 戈 亠 衣省
𧛧	口 亠 夕 夕 衣省
𧛨	亠 丷 冂 八 口 衣省
𧛩	衤 艹 勹 口
𧛪	衤 宀 工 口
𧛫	亠 古 月 衣省
𧛬	䶹 屮 口 亠 衣省
𧛭	衤 艹 左字框 口
𧛮	衤 木 示
𧛯	䒑 青字底 刂 亠 衣省
𧛰	衤 眉字框 目
𧛱	亻 口 木 亠 衣省
𧛲	向字框 土 土 亠 衣省
𧛳	衤 卧人 氺 凵
𧛴	衤 弓 弓 1 八
𧛵	巛 1 夕 刂 亠 衣省
𧛶	衤 彳 土 寸
𧛷	衤 十 戈 口
𧛸	衤 勹 䶹 勹 䶹
𧛹	衤 八 厶 习 习
𧛺	衤 尸 辛
𧛻	衤 十 冖 糸
𧛼	衤 身 寸
𧛽	尸 示 又 亠 衣省
𧛾	衤 土 厶 皿
𧛿	亠 禾 禾 衣省
𧜀	衤 冖 日 亠 八
𧜁	衤 乂 朩 殳
𧜂	衤 追字心 1 巾
𧜃	衤 气 米
𧜄	衤 龴 囗 南字心
𧜅	衤 宀 丰 口
𧜆	衤 艹 戈 左字框
𧜇	衤 巛 口 巴
𧜈	亠 月 丷 夫 衣省
𧜉	高 亠 衣省
𧜊	亠 衣省 亠 衣省 日
𧜋	衤 爫 幺 廾
𧜌	木框 冂 攵 亠 衣省
𧜍	亠 冫 欠 毌二 毌无框 衣省
𧜎	衤 应字心 八 手
𧜏	亠 非 亠 衣省
𧜐	衤 6 厶 口 心
𧜑	衤 反字框 1 口 十 冂
𧜒	衤 艹 大 廾
𧜓	衤 骨
𧜔	衤 尸 尚字头 青字底
𧜕	衤 竹头 夭
𧜖	衤 十 具字头 八
𧜗	衤 馬
𧜘	衤 口 貝
𧜙	衤 工 貝
𧜚	气 米 亠 衣省
𧜛	衤 4 彐 瓜字心 阝
𧜜	月 丷 夫 亠 衣省
𧜝	衤 木 全字头 氺
𧜞	衤 日 罒 又
𧜟	亠 丷 冂 八 口 亠 衣省
𧜠	衤 亠 幺 冫 飞无折 十
𧜡	衤 美字头 皿
𧜢	衤 囱字框 横两撇 4 心
𧜣	衤 鳥
𧜤	匚 矢 殳 亠 衣省
𧜥	衤 广 卄 1 灬
𧜦	衤 木框 口 辶
𧜧	衤 春字头 臼
𧜨	衤 夊 㐄 辶
𧜩	衤 卄 口 冖 夕
𧜪	亠 段二 二 尔字头 田 衣省
𧜫	亠 鹿 衣省
𧜬	衤 竹头 1 火
𧜭	衤 尸 3 口 冂 虫无口
𧜮	衤 宀 耳 又
𧜯	文 口 木 衣省
𧜰	衤 享字头 口 夊
𧜱	衤 耳 又 女
𧜲	衤 八 全字头 口 青字底
𧜳	衤 彐 瓜字心 牙二 见字底
𧜴	衤 夫 見
𧜵	衤 帶字头无横 1 冖 巾
𧜶	衤 臣 又 土
𧜷	尸 二 火 又 亠 衣省
𧜸	亠 1 全字头 2 全字头 2 全字头 2 全字头 2 衣省
𧜹	衤 犭 龶 青字底
𧜺	衤 虎 彡
𧜻	千 里 力 亠 衣省
𧜼	土 八 土 九 4 亠 衣省
𧜽	衤 方 卧人 5 龰
𧜾	衤 尸 雨
𧜿	衤 艹 甫
𧝀	衤 田 龷 八
𧝁	衤 罒 习 习
𧝂	衤 力 口 貝
𧝃	衤 予 3 冂 八 口
𧝄	衤 1 申 勹 灬
𧝅	衤 合 习 习
𧝆	衤 牙二 见字底 牙二 见字底 日
𧝇	衤 弓 乔字底 貝
𧝈	衤 隹 灬
𧝉	衤 业 丷 巾 八
𧝊	衤 立 戈 日
𧝋	衤 享字头 子 攵
𧝌	衤 尔字头 临下角 勹 灬
𧝍	衤 阝 左字框 工 青字底
𧝎	衤 立 里
𧝏	厂 禾 禾 亠 衣省
𧝐	衤 亠 丷 冖 巾 口
𧝑	亠 工 工 工 工 衣省
𧝒	衤 龷 1 田 八
𧝓	衤 覀 早
𧝔	衤 虍 虛字底无横 1
𧝕	亠 囗 韋字头 口 㐄 衣省
𧝖	囗 韋字头 口 㐄 亠 衣省
𧝗	享字头 子 攵 亠 衣省
𧝘	衤 亠 臼 衣省
𧝙	衤 差字头 目
𧝚	癶 1 大 九 4 亠 衣省
𧝛	亻 鬼 亠 衣省
𧝜	衤 大 丷 日 小
𧝝	衤 木框 口 尔字头 贝
𧝞	衤 幺 幺 戈 人
𧝟	尚 攵 亠 衣省
𧝠	衤 龷 青字底 攵
𧝡	衤 竹头 合
𧝢	亠 舟 丷 夫 衣省
𧝣	工 工 工 工 亠 衣省
𧝤	衤 其 斤
𧝥	亠 亻 馬 衣省
𧝦	厂 止 1 夕 刂 亠 衣省
𧝧	衤 丷 日 十 戈
𧝨	衤 言 刀 口
𧝩	衤 彳 反字框 十 目
𧝪	衤 覀 土 寸
𧝫	衤 卄 1 凵 冖 巾
𧝬	丷 巾 八 攵 亠 衣省
𧝭	衤 大 丷 貝
𧝮	衤 勹 米 心
𧝯	衤 耳 亠 衣省
𧝰	衤 向字框 3 米 丂
𧝱	衤 宀 寒字腰 八 㔾
𧝲	衤 虍 豕
𧝳	衤 白 方 攵
𧝴	衤 上 小 又 目
𧝵	衤 艹 世 木
𧝶	衤 艹 日 勹 人 6
𧝷	臼 工 殳 亠 衣省
𧝸	衤 亠 丝左角 3 隹
𧝹	亡 口 月 亠 衣省 几 4
𧝺	亠 木 予 3 木 衣省
𧝻	亠 舟 火 左字框 十 衣省
𧝼	衤 覀 示 刂
𧝽	衤 日 勹 人 6 欠
𧝾	亠 段二 二 爫 干 凵 衣省
𧝿	衤 1 田 1 田 1
𧞀	衤 臣 又 立
𧞁	衤 1 大 非 1
𧞂	亠 习 习 臼 衣省
𧞃	衤 尸 口 辛
𧞄	衤 囱字框 3 米 丂
𧞅	衤 土 羊 辶
𧞆	衤 言 羊
𧞇	衤 爫 冖 心 夊
𧞈	日 爫 无三 又 亠 衣省
𧞉	木 予 3 木 亠 衣省
𧞊	衤 尔字头 用 刀 牛
𧞋	衤 广 䒑 聿三 临字旁 八
𧞌	衤 八 罒 丂 灬
𧞍	衤 宀 祭字头 示
𧞎	衤 爫 工 彐 心
𧞏	衤 臼裂 与无横 丄 八
𧞐	斲字旁 斤 亠 衣省
𧞑	衤 临字旁 丷 冖 1 豕
𧞒	士 冖 禾 殳 亠 衣省
𧞓	衤 亠 丷 2 刀 卬字旁 4 乔字底 二
𧞔	衤 艹 土 厶 皿
𧞕	而 大 瓦 亠 衣省
𧞖	衤 立 山 而
𧞗	亠 斲字旁 斤 衣省
𧞘	衤 尸 二 二 举字底 辶
𧞙	覀 土 瓦 亠 衣省
𧞚	亠 舟 丷 夫 亠 衣省
𧞛	衤 十 戈 隹
𧞜	臼裂 士 口 亠 衣省
𧞝	衤 厂 卄 1 凵 冖 巾
𧞞	衤 厶 青字底 匕 匕 灬
𧞟	衤 尔字头 厂 比字旁 匕 士 口
𧞠	自 冫 飞无折 十 亠 衣省 乂
𧞡	女 鳥 亠 衣省
𧞢	十 口 冖 豕 亠 衣省
𧞣	衤 厂 日 青字底 犬
𧞤	衤 艹 隹 又
𧞥	亠 衣省 冂 八 口 爫 女
𧞦	衤 尔字头 曾字头无丷 丂 灬
𧞧	衤 鹿 灬
𧞨	衤 匚 口 口 口 欠
𧞩	衤 小 隹 戈
𧞪	衤 巛 囗 乂 鼠字底
𧞫	衤 臣 又 1 口 䒑
𧞬	衤 十 戈 非 1
𧞭	衤 田 田 田
𧞮	言 豕 4 亠 衣省
𧞯	鹿 灬 亠 衣省
𧞰	衤 戊 上 小 心
𧞱	衤 鹿 衣省
𧞲	衤 夫 丆 日 丆 日
𧞳	衤 十 臼裂 勹 灬
𧞴	亠 衣省 言 周字框 土 口
𧞵	衤 厂 艹 禺
𧞶	衤 竹头 馬
𧞷	衤 亠 罒 犀字心头 衣省
𧞸	衤 口 丄 貝 辶
𧞹	士 冖 豕 殳 亠 衣省
𧞺	士 冖 木框 口 殳 亠 衣省
𧞻	亠 口 口 己 工 乂 乂 衣省
𧞼	衤 宀 寒字腰 八 亠 衣省
𧞽	衤 尸 犀字心头 牛 辶
𧞾	衤 黑 犬
𧞿	衤 厂 禾 禾 止
𧟀	衤 口 口 日 十 戈
𧟁	衤 馬 䒑 廾
𧟂	衤 弓 1 田 1 田 1
𧟃	衤 山 隹 冂 八 口
𧟄	衤 襄字头 寒字腰 衣省
𧟅	衤 士 囗 八 见二 貝
𧟆	衤 艹 鹿字框 与无横 灬
𧟇	衤 龠字头 扁字心
𧟈	衤 臼裂 囱字框 乂 1 火
𧟉	衤 竹头 門 月
𧟊	衤 日 屮 凵 大 米
𧟋	衤 艹 臣 临右角 皿
𧟌	衤 罒 糹 隹
𧟍	衤 罒 厶 青字底 匕 匕 灬
𧟎	衤 士 儿 囗 八 见二 貝
𧟏	言 糹 糹 亠 衣省
𧟐	衤 1 八 巾 乂 乂 乂 乂 虫
𧟑	衤 宀 寒字腰 八 馬
𧟒	衤 臼裂 囱字框 乂 辰
𧟓	衤 口 口 厂 5 耳 攵
𧟔	衤 木框 日 木框 日 日
𧟕	衤 田 田 田 宀 夕 1
𧟖	衤 竹头 十 戈 非 1
𧟗	衤 言 糹 糹 十
𧟘	衤 十 口 冖 口 口 寒字腰 衣省
𧟙	衤 雨头 口 口 口 工 人 人
𧟚	衤 卝 1 八 巾 乂 乂 乂 乂 虫
𧟛	立 臼裂 6 立 臼裂 6 亠 衣省
𧟜	衤 1 米 1 米 1 米 1 米
𧟝	衤 金 目 目 隹 又
𧟞	衤 立 臼裂 6 立 臼裂 6 亠 衣省
𧟟	立 青字底 龍字边 立 青字底 龍字边 亠 衣省
𧟠	襾 1
𧟡	覀 1
𧟢	5 西
𧟣	襾 几
𧟤	襾 廾
𧟥	覀 廾
𧟦	覀 丌
𧟧	襾 大 4
𧟨	襾 3 廾
𧟩	襾 青字底
𧟪	西 王 4
𧟫	西 丁 口
𧟬	覀 丘无横 1
𧟭	十 戈 西
𧟮	覀 囗 举字底
𧟯	覀 土 八 丂
𧟰	勹 横两撇 覀 女
𧟱	襾 月 卩 又
𧟲	襾 龵 1 举字底
𧟳	襾 龵 月
𧟴	襾 金
𧟵	覀 月 卩 又
𧟶	覀 龵 月
𧟷	丰 丰 西
𧟸	覀 亻 丆 日
𧟹	襾 日 口 十
𧟺	1 见二 临字旁 王 全字头 4 龴
𧟻	覀 1 卢字头 早
𧟼	襾 火 土 土
𧟽	襾 厶 青字底 匕 匕
𧟾	1 见二 临字旁 王 缶
𧟿	襾 冂 儿 土 壬
𧠀	1 尸 临字旁 5 耳 攵
𧠁	西 艹 簔字底心 十
𧠂	襾 厂 言 攵
𧠃	襾 彳 卧人 口 口 夊
𧠄	襾 革 耳
𧠅	1 见二 临字旁 1 1 彳 卧人 日 夊 口 巴
𧠆	自 儿
𧠇	青字底 丄 儿
𧠈	又 見
𧠉	也 見
𧠊	见二 1 見
𧠋	見 廾
𧠌	見 廾
𧠍	5 十 見
𧠎	1 巾 見
𧠏	厂 㔾 見
𧠐	見 予
𧠑	見 毛
𧠒	壬 見
𧠓	见二 人 見
𧠔	乂 乂 見
𧠕	見 冬字底 十
𧠖	見 牙
𧠗	見 日
𧠘	見 爪
𧠙	爪 見
𧠚	八 刀 見
𧠛	止 見
𧠜	厶 口 見
𧠝	全字头 彡 見
𧠞	户 5 見
𧠟	卬字旁 弋二 4 見
𧠠	民字框 弋二 見
𧠡	卧人 也 見
𧠢	且 見
𧠣	5 龰 見
𧠤	弓 乔字底 見
𧠥	1 巾 3 見
𧠦	見 目
𧠧	4 永无点 見
𧠨	反字框 衣省 見
𧠩	龷 八 見
𧠪	上 小 見
𧠫	至 見
𧠬	人 6 荒字底 見
𧠭	見 亠 八 乂
𧠮	見 口 口
𧠯	士 口 見
𧠰	亡 荒字底 見
𧠱	工 夕 見
𧠲	囗 口 見
𧠳	爫 冖 見
𧠴	見 土 寸
𧠵	木框 冂 見
𧠶	左字框 青字底 見
𧠷	亠 八 乂 見
𧠸	又 木 見
𧠹	土 土 見
𧠺	告字头 见字底 見
𧠻	見 言
𧠼	告字头 口 見
𧠽	宀 夭 見
𧠾	爫 子 見
𧠿	月 彡 見
𧡀	1 口 䒑 見
𧡁	山 王 見
𧡂	土 火 見
𧡃	宀 左字框 厶 見
𧡄	見 豕
𧡅	大 夭 見
𧡆	目 冫 見
𧡇	見 田 力
𧡈	口 王 見
𧡉	見 4 廾 学字头
𧡊	亻 木 1 見
𧡋	厂 土 土 見
𧡌	户 青字底 見
𧡍	木框 日 見
𧡎	臼 儿 見
𧡏	又 又 又 又 見
𧡐	矢 口 見
𧡑	卢字头 日 匕 見
𧡒	見 反字框 衣省
𧡓	爫 冖 又 見
𧡔	龷 冂 二 見
𧡕	見 上 小 又
𧡖	隹 見
𧡗	4 王 廾 見
𧡘	士 示 見
𧡙	卄 1 火 見
𧡚	十 具字头 見
𧡛	來 見
𧡜	日 月 見
𧡝	見 见二 龷 八
𧡞	亻 土 土 見
𧡟	䒑 业 見
𧡠	凵 丄 火 見
𧡡	冖 車 見
𧡢	宀 1 日 1 見
𧡣	禾 火 見
𧡤	户 扁字心 見
𧡥	龷 八 巳 見
𧡦	3 㠯三 叚右角 廾 見
𧡧	宀 卧人 1 延字心无撇 見
𧡨	日 1 龰 見
𧡩	爫 无三 又 見
𧡪	其 6 見
𧡫	癶 1 大 見
𧡬	舟 彡 見
𧡭	見 日 正
𧡮	木 目 見
𧡯	月 矢 見
𧡰	日 正 見
𧡱	立 日 見
𧡲	春字头 日 見
𧡳	爫 勹 口 見
𧡴	木框 囗 丷 見
𧡵	大 耳 見
𧡶	日 生 見
𧡷	見 爫 缶
𧡸	斲字旁 見
𧡹	卢字头 囗 人 人 6 見
𧡺	耂 匕 日 見
𧡻	囗 丆 目 見
𧡼	臣 火 見
𧡽	來 刀 見
𧡾	爫 缶 見
𧡿	立 未 見
𧢀	覀 木 見
𧢁	見 辰 寸
𧢂	匚 矢 殳 見
𧢃	口 十 口 女 見
𧢄	覀 示 見
𧢅	見 見 心
𧢆	春字头 臼 見
𧢇	习 习 白 見
𧢈	門 口 見
𧢉	3 横两点 隹 見
𧢊	見 八 全字头 口 欠
𧢋	习 习 全字头 彡 見
𧢌	自 冫 飞无折 十 見
𧢍	丷 巾 八 攵 見
𧢎	木 乂 乂 木 見
𧢏	止 厂 土 土 見
𧢐	丷 曾字头无丷 日 見
𧢑	見 門 日
𧢒	微字框无一 1 几 見
𧢓	微字框无一 1 几 見
𧢔	木框 冂 貝 見
𧢕	卢字头 冖 八 人 目 見
𧢖	艹 1 弓 尔字头 小 見
𧢗	留上角 刀 1 亞无一 見
𧢘	宀 眉字框 貝 見
𧢙	見 肀 1 灬 皿
𧢚	卄 1 口 人 丷 土 見
𧢛	目 目 目 几 几 几
𧢜	木 乂 乂 木 大 見
𧢝	厂 艹 禺 見
𧢞	户 青字底 見 見
𧢟	齒 見
𧢠	見 山 隹 攵
𧢡	見 微字框无一 1 王
𧢢	龠字头 扁字心 見
𧢣	木 乂 乂 木 又 㐄 見
𧢤	見 艹 微字框无一 1 几
𧢥	雨头 口 口 口 見
𧢦	追字心 止 彐 冖 巾 見
𧢧	山 隹 冂 八 口 見
𧢨	臼裂 囱字框 乂 1 火 見
𧢩	目 目 隹 見
𧢪	丷 日 小 頁 見
𧢫	追字心 止 彐 冖 巾 見
𧢬	土 土 土 兀 見 見
𧢭	目 目 隹 又 見
𧢮	1 冂 人 1 冂 人 鹿 見
𧢯	艹 口 口 隹 习 习 习 見
𧢰	艹 口 口 隹 5 彡 5 彡 5 彡 見
𧢱	雨头 口 口 口 工 人 人 臼裂 乂 乂 冖 見
𧢲	尔字头 冂 人 人
𧢳	尔字头 用 6
𧢴	尔字头 用 丁
𧢵	尔字头 用 丂
𧢶	尔字头 用 化字边
𧢷	尔字头 用 又 4
𧢸	尔字头 用 工
𧢹	尔字头 用 巾
𧢺	尔字头 用 弓
𧢻	尔字头 用 牛
𧢼	爿 尔字头 用
𧢽	尔字头 用 亻 化字边
𧢾	尔字头 用 牙二 见字底
𧢿	尔字头 用 1 巾
𧣀	尔字头 用 卢字头 又
𧣁	尔字头 用 冖 见字底
𧣂	尔字头 用 厂 㔾
𧣃	尔字头 用 巴
𧣄	尔字头 用 十 又
𧣅	比字旁 匕 尔字头 用
𧣆	止 尔字头 用
𧣇	尔字头 用 殳
𧣈	尔字头 用 牛
𧣉	片 尔字头 用
𧣊	尔字头 用 斤
𧣋	尔字头 用 全字头 乔字底
𧣌	火 尔字头 用
𧣍	尔字头 用 冖 几
𧣎	尔字头 用 1 幺
𧣏	尔字头 用 勹 二
𧣐	尔字头 用 牙
𧣑	尔字头 用 卄 二
𧣒	尔字头 用 匚 叚右角
𧣓	尔字头 用 4 王
𧣔	尔字头 用 石
𧣕	尔字头 用 囗 人
𧣖	尔字头 用 宀 匕
𧣗	尔字头 用 古
𧣘	尔字头 用 1 巾 3
𧣙	尔字头 用 亠 幺
𧣚	尔字头 用 弓 冫
𧣛	尔字头 用 囗 见字底
𧣜	尔字头 用 丘无横 1
𧣝	尔字头 用 卧人 乍字底
𧣞	尔字头 用 且
𧣟	尔字头 用 卧人 也
𧣠	尔字头 用 正
𧣡	夕 夕 尔字头 用
𧣢	尔字头 用 艮
𧣣	尔字头 用 夕 夕
𧣤	尔字头 用 日 匕
𧣥	尔字头 用 八 厶 儿
𧣦	尔字头 用 亠 八 乂
𧣧	尔字头 用 大框 弓
𧣨	尔字头 用 辰
𧣩	尔字头 用 乂 左字框 巾
𧣪	尔字头 用 尚字头 青字底
𧣫	尔字头 用 足
𧣬	尔字头 用 冖 且
𧣭	尔字头 用 豸
𧣮	尔字头 用 酉
𧣯	扌 斤 尔字头 用
𧣰	尔字头 用 1 见二 巳 1
𧣱	尔字头 用 戈 幺
𧣲	尔字头 用 1 日 乂
𧣳	尔字头 用 八 全字头 口
𧣴	尔字头 用 戈 戈
𧣵	尔字头 用 全字头 1 扁字心
𧣶	尔字头 用 凹无横 兀
𧣷	尔字头 用 周字框 土 口
𧣸	尔字头 用 又 又 又 又
𧣹	尔字头 用 火 火
𧣺	尔字头 用 卢字头 早
𧣻	尔字头 用 尸 古
𧣼	尔字头 用 戈 口 1
𧣽	尔字头 用 隹
𧣾	尔字头 用 虎
𧣿	尔字头 用 立 举字底
𧤀	尔字头 用 享字头 小
𧤁	尔字头 用 土 八 夊
𧤂	土 八 夊 尔字头 用
𧤃	尔字头 用 田 丌
𧤄	尔字头 用 2 人 人 兀
𧤅	戈 口 1 尔字头 用
𧤆	尔字头 用 弓 尔字头 小
𧤇	尔字头 用 亠 厶 木
𧤈	尔字头 用 卄 1 木
𧤉	尔字头 用 口 6 青字底
𧤊	牛 冂 刂 尔字头 用
𧤋	尔字头 用 幺 幺 廾
𧤌	尔字头 用 大 夕 夕
𧤍	尔字头 用 亠 丷 冖 巾
𧤎	尔字头 用 宀 1 日 1
𧤏	尔字头 用 口 耳
𧤐	尔字头 用 咼
𧤑	臼 大 尔字头 用
𧤒	尔字头 用 革
𧤓	尔字头 用 左字框 工 周字框 冫
𧤔	尔字头 用 癶 殳
𧤕	尔字头 用 丷 酉
𧤖	尔字头 用 田 畏字底带横
𧤗	尔字头 用 山 而
𧤘	日 1 龰 尔字头 用
𧤙	禾 火 尔字头 用
𧤚	尔字头 用 亠 日 小
𧤛	尔字头 用 春字头 禾
𧤜	尔字头 用 1 口 冂 䒑 2
𧤝	尔字头 用 卯 田
𧤞	尔字头 用 亠 丷 冖 方
𧤟	尔字头 用 气 米
𧤠	尔字头 用 夕 㐄 木
𧤡	尔字头 用 至 攵
𧤢	尔字头 用 尔字头 用 乃
𧤣	尔字头 用 艹 早
𧤤	尔字头 用 隹 乃
𧤥	尔字头 用 虍 文
𧤦	尔字头 用 左字框 口 冂 口
𧤧	尔字头 用 虍 殳
𧤨	尔字头 用 日 宀 女
𧤩	尔字头 用 罒 氺
𧤪	尔字头 用 隹 乃
𧤫	尔字头 用 反字框 虍 人
𧤬	尔字头 用 3 巳 而
𧤭	巴 尔字头 用 刀 牛
𧤮	尔字头 用 左字框 口 左字框 口
𧤯	尔字头 用 囗 戈 口 1
𧤰	尔字头 用 1 口 䒑 冬字底 十
𧤱	尔字头 用 艹 辛
𧤲	尔字头 用 豕 灬
𧤳	尔字头 用 十 聿三 女 于无横 3
𧤴	士 眉字框 殳 尔字头 用
𧤵	尔字头 用 臣 又 土
𧤶	尔字头 用 豕 心
𧤷	尔字头 用 爫 豕
𧤸	尔字头 用 囱字框 又 八 夊
𧤹	扌 隹 尔字头 用
𧤺	尔字头 用 大 耂 日
𧤻	尔字头 用 艹 簔字底心 十
𧤼	尔字头 用 厂 䒑 䶹 欠
