掎	扌 大 丁 口
掏	扌 勹 缶
掐	扌 负字头 臼
掑	扌 其
排	扌 非
掓	扌 上 小 又
掔	臣 又 手
掕	扌 土 八 夊
掖	扌 亠 亻 夕 4
掗	扌 1 亞无一
掘	扌 尸 屮 凵
掙	扌 爫 聿三 5
掚	扌 1 巾 入 入
掛	扌 土 土 卜
掜	扌 臼 儿
掝	扌 戈 口 1
掞	扌 火 火
掟	扌 宀 1 龰
掠	扌 享字头 小
採	扌 爫 木
探	扌 冖 八 木
掣	牛 冂 刂 手
掤	扌 月 月
接	扌 立 女
掦	扌 日 勹 横两撇
控	扌 穴 工
推	扌 隹
掩	扌 大 电
措	扌 龷 日
掫	扌 耳 又
掬	扌 勹 米
掭	扌 1 大 恭字底无丶 4
掮	扌 户 青字底
掯	扌 止 青字底
掰	龵 八 刀 手
掱	手 手 手
掲	扌 日 勹 匕
掳	扌 虍 力
掴	扌 囗 王 4
掵	扌 合 卩
掶	扌 广 聿三 人
掷	扌 䒑 大 阝
掸	扌 丷 日 十
掹	扌 子 皿
掺	扌 厶 大 彡
掻	扌 又 虫
掼	扌 毌二 毌无框 贝
掽	扌 䒑 业
掾	扌 彑 豕省
掿	扌 艹 左字框 口
揀	扌 木框 囗 丷
揁	扌 卢字头 貝
揂	扌 丷 酉
揃	扌 䒑 青字底 刂
揄	扌 全字头 1 青字底 刂
揅	石 1 廾 手
揆	扌 癶 1 大
揇	扌 十 冂 南字心
揈	扌 勹 言
揉	扌 予 3 木
揊	扌 1 口 田
揋	扌 田 畏字底带横
揌	扌 田 心
揍	扌 春字头 1 大
揎	扌 宀 1 日 1
描	扌 艹 田
提	扌 日 1 龰
揑	扌 臼 工
插	扌 千 臼
揓	扌 方 卧人 也
揔	扌 勹 横两撇 4 心
揕	扌 其 6
揖	扌 口 耳
揗	扌 反字框 十 目
揘	扌 白 王
揙	扌 户 扁字心
揚	扌 日 1 勹 横两撇
換	扌 夐字头 大
揜	扌 合 廾
揝	扌 夊 卜 日
揞	扌 立 日
揟	扌 5 龰 青字底
揠	扌 匚 日 女
握	扌 尸 至
揢	扌 宀 夊 口
揣	扌 山 而
揤	扌 彐 瓜字心 卩
揥	扌 亠 丷 冖 巾
揦	扌 木框 口 刂
揧	木框 口 刂 手
揨	扌 亮字头 丁
揩	扌 比字旁 匕 白
揪	扌 禾 火
揫	禾 火 手
揬	扌 穴 犬
揭	扌 日 勹 人 6
揮	扌 冖 車
揯	扌 忄 1 亙无二 1
揰	扌 千 里
揱	尚字头 青字底 刂 手
揲	扌 世 木
揳	扌 丰 刀 大
援	扌 爫 无三 又
揵	扌 聿三 举字底 廴
揶	扌 耳 阝
揷	扌 千 臼
揸	扌 木 日 1
揹	扌 北字旁 匕 青字底
揺	扌 爫 干 凵
揻	扌 戊 1 女
揼	扌 石 水
揽	扌 临字旁 临右角 见
揾	扌 日 皿
揿	扌 钅 欠
搀	扌 尔字头 口 见字底 冬字底
搁	扌 门 夊 口
搂	扌 米 女
搃	扌 丷 口 心
搄	扌 忄 1 日 1
搅	扌 学字头 冖 见
搆	扌 寒字腰 冂 里无日
搇	扌 全字头 4 5 亠 衣省
搈	扌 穴 全字头 口
搉	扌 冖 隹
搊	扌 勹 䶹 勹 䶹
搋	扌 反字框 虎
搌	扌 尸 卄 畏字底带横
損	扌 口 貝
搎	扌 子 3 糸
搏	扌 甫 寸
搐	扌 亠 幺 田
搑	扌 艹 耳
搒	扌 亠 丷 冖 方
搓	扌 差字头 工
搔	扌 又 4 虫
搕	扌 土 厶 皿
搖	扌 然左角 缶
搗	扌 鳥省 山
搘	扌 耂 匕 日
搙	扌 辰 寸
搚	扌 力 力 力 青字底
搛	扌 䒑 聿三 临字旁 八
搜	扌 臼 2 又
搝	扌 自 犬
搞	扌 高
搟	扌 車 干
搠	扌 䒑 䶹 月
搡	扌 又 又 又 木
搢	扌 1 业 日
搣	扌 戊 1 火
搤	扌 䒑 八 皿
搥	扌 追字心 辶
搦	扌 弓 冫 弓 冫
搧	扌 户 习 习
搨	扌 日 习 习
搩	扌 夕 㐄 木
搪	扌 广 肀 口
搫	舟 殳 手
搬	扌 舟 殳
搭	扌 艹 合
搮	扌 覀 木
搯	扌 爫 臼
搰	扌 骨
搱	扌 尸 辛
搲	扌 穴 瓜
搳	扌 宀 丰 口
搴	宀 寒字腰 八 手
搵	扌 囗 人 皿
搶	扌 全字头 4 彐 3 口
搷	扌 十 具字头 八
搸	扌 春字头 禾
搹	扌 1 口 冂 䒑 2
携	扌 隹 乃
搻	合 手 手
搼	扌 丷 夫 手
搽	扌 艹 全字头 朩
搾	扌 穴 卧人 乍字底
搿	龵 合 手
摀	扌 烏
摁	扌 囗 大 心
摂	扌 耳 冫 飞无折
摃	扌 工 貝
摄	扌 耳 又 又
摅	扌 虍 心
摆	扌 罒 土 厶
摇	扌 爫 缶
摈	扌 宀 丘无横 1 八
摉	扌 穴 全字头 夕
摊	扌 又 隹
摋	扌 乂 朩 殳
摌	扌 立 3 生
摍	扌 宀 亻 丆 日
摎	扌 习 习 全字头 彡
摏	扌 春字头 臼
摐	扌 彳 人 人 龰
摑	扌 囗 戈 口 1
摒	扌 尸 䒑 廾
摓	扌 夊 丰 辶
摔	扌 亠 幺 冫 飞无折 十
摕	扌 帶字头无横 1 冖 巾
摖	扌 祭字头 示
摗	扌 木框 口 欠
摘	扌 亠 丷 冂 古
摙	扌 車 辶
摚	扌 尚头 土
摛	扌 文 凵 冂 厶
摜	扌 毌二 毌无框 貝
摝	扌 鹿
摞	扌 田 糸
摟	扌 口 十 口 女
摠	扌 囱字框 夊 心
摡	扌 彐 瓜字心 牙二 见字底
摢	扌 虍 3 丷 于无横
摣	扌 虍 且
摤	扌 大框 乂 乂 乂 乂
摥	扌 卧人 日 1 勹 横两撇
摦	扌 大 1 丂 瓜
摧	扌 山 隹
摨	扌 尸 犀字心头 牛
摩	麻 手
摪	扌 爿 然左角 寸
摫	扌 夫 見
摬	扌 立 日 儿
摭	扌 广 卄 1 灬
摮	龶 万无横 攵 手
摯	土 南字心 九 4 手
摰	土 八 土 九 4 手
摱	扌 日 罒 又
摲	扌 車 斤
摳	扌 匚 口 口 口
摴	扌 雨头 1 丂
摵	扌 戊 上 小
摶	扌 惠字头 寸
摷	扌 巛 日 木
摸	扌 艹 日 大
摹	艹 日 大 手
摺	扌 习 习 白
摻	扌 厶 厶 厶 全字头 彡
摼	扌 臣 又 土
摽	扌 覀 示
摾	扌 弓 口 虫
摿	扌 全字头 立 日
撀	士 眉字框 殳 手
撁	扌 亠 幺 冖 牛
撂	扌 田 夊 口
撃	車 殳 手
撄	扌 贝 贝 女
撅	扌 厂 䒑 䶹 欠
撆	丷 巾 八 攵 手
撇	扌 丷 巾 八 攵
撈	扌 火 火 冖 力
撉	享字头 子 攵 手
撊	扌 門 月
撋	扌 門 王
撌	扌 口 丄 貝
撍	扌 牙二 见字底 牙二 见字底 日
撎	扌 士 冖 1 口 䒑
撏	扌 彐 工 口 寸
撐	扌 尚头 牙
撑	扌 尚头 手
撒	扌 龷 青字底 攵
撓	扌 土 土 土 兀
撔	扌 日 享字头 小
撕	扌 其 斤
撖	扌 5 耳 攵
撗	扌 龷 由 八
撘	扌 竹头 合
撙	扌 丷 酉 寸
撚	扌 然左角 犬 灬
撛	扌 米 夕 㐄
撜	扌 癶 1 口 䒑
撝	扌 爫 爲字底
撞	扌 立 里
撟	扌 夭 口 冂 口
撠	扌 十 早 戈
撡	扌 厶 厶 厶 全字头 恭字底无丶 4
撢	扌 覀 早
撣	扌 口 口 日 十
撤	扌 亠 厶 青字底 攵
撥	扌 癶 弓 殳
撦	扌 大 耂 日
撧	扌 糹 尔字头 巴
撨	扌 隹 灬
撩	扌 大 丷 日 小
撪	扌 厶 大 車
撫	扌 卧人 卌 1 灬
撬	扌 毛 毛 毛
播	扌 3 米 田
撮	扌 日 耳 又
撯	扌 差字头 目
撰	扌 巳 巳 龷 八
撱	扌 阝 左字框 工 青字底
撲	扌 业 䒑 夫
撳	扌 金 欠
撴	扌 享字头 子 攵
撵	扌 夫 夫 车
撶	扌 艹 簔字底心 十
撷	扌 士 口 页
撸	扌 鱼 日
撹	扌 学字头 冖 見
撺	扌 穴 口 口 2
撻	扌 土 羊 辶
撼	扌 戊 1 口 心
撽	扌 白 方 攵
撾	扌 咼 辶
撿	扌 僉
擀	扌 十 早 全字头 干
擁	扌 亠 丝左角 3 隹
擂	扌 雨头 田
擃	扌 曲 辰
擄	扌 虍 田 力
擅	扌 亠 囗 口 日 1
擆	扌 艹 耂 日
擇	扌 罒 土 南字心
擈	扌 业 羊 木无十
擉	扌 罒 勹 虫
擊	車 凵 殳 手
擋	扌 尚头 田
擌	扌 竹头 大 人 人
操	扌 口 口 口 木
擎	艹 勹 口 攵 手
擏	扌 艹 勹 口 攵
擐	扌 罒 1 口 衣省
擑	扌 口 耳 戈
擒	扌 全字头 文 凵 冂 厶
擓	扌 匚 氵 隹
擔	扌 尔字头 厂 八 言
擕	扌 隹 雋字底
擖	扌 艹 日 勹 人 6
擗	扌 尸 口 辛
擘	尸 口 辛 手
擙	扌 向字框 米 大
據	扌 虍 豕
擛	扌 艹 世 木
擜	扌 十 冂 南字心 犬
擝	扌 日 月 皿
擞	扌 米 女 攵
擟	扌 1 八 巾 乂 乂 乂 乂
擠	扌 亠 丷 2 刀 卬字旁 4 乔字底 二
擡	扌 士 口 冖 至
擢	扌 习 习 隹
擣	扌 士 5 工 1 口 寸
擤	扌 自 田 丌
擥	臣 临右角 罒 手
擦	扌 宀 祭字头 示
擧	臼裂 与无横 丄 八 手
擨	扌 反字框 虎 欠
擩	扌 雨头 而
擪	厂 日 青字底 犬 手
擫	扌 厂 日 青字底 犬
擬	扌 匕 矢 龴 5 龰
擭	扌 艹 隹 又
擮	扌 十 戈 隹
擯	扌 宀 1 步字底 貝
擰	扌 宀 心 皿 丁
擱	扌 門 夊 口
擲	扌 丷 酉 大 阝
擳	扌 竹头 彐 瓜字心 卩
擴	扌 广 龷 由 八
擵	扌 麻 手
擶	扌 竹头 䒑 青字底 刂
擷	扌 士 口 頁
擸	扌 巛 囗 乂 鼠字底
擹	扌 卄 1 口 夫 欠
擺	扌 罒 厶 青字底 匕 匕
擻	扌 口 十 口 女 攵
擼	扌 魚 日
擽	扌 白 幺 幺 木
擾	扌 丆 且无横 冖 心 夊
擿	扌 亠 丷 冂 古 辶
攀	木 乂 乂 木 大 手
攁	扌 䒑 夫 4 艮
攂	扌 田 田 田
攃	扌 艹 祭字头 示
攄	扌 虍 田 心
攅	扌 夫 夫 貝
攆	扌 夫 夫 車
攇	扌 宀 丰 罒 心
攈	扌 鹿 禾
攉	扌 雨头 隹
攊	扌 厂 禾 禾 止
攋	扌 木框 口 负字头 貝
攌	扌 囗 罒 1 口 衣省
攍	扌 赢字框 女
攎	扌 虍 田 皿
攏	扌 立 青字底 龍字边
攐	扌 宀 寒字腰 八 亠 衣省
攑	扌 臼裂 与无横 丄 八 举字底
攒	扌 告字头 见字底 告字头 见字底 贝
攓	扌 宀 寒字腰 八 足
攔	扌 門 木框 囗 丷
攕	扌 人 人 戈 非 1
攖	扌 貝 貝 女
攗	扌 鹿 米
攘	扌 襄字头 寒字腰 衣省
攙	扌 尔字头 口 比字旁 匕 尔字头 口 见字底 4
攚	扌 火 火 冖 口 口
攛	扌 穴 臼 鼠字底
攜	扌 山 隹 冂 八 口
攝	扌 耳 耳 耳
攞	扌 罒 糹 隹
攟	扌 鹿 囗 禾
攠	扌 麻 非
攡	扌 文 凵 冂 厶 隹
攢	扌 告字头 见字底 告字头 见字底 貝
攣	言 糹 糹 手
攤	扌 卄 1 口 夫 隹
攥	扌 竹头 目 大 糸
攦	扌 1 丽下角 1 丽下角 鹿
攧	扌 十 具字头 八 頁
攨	扌 穴 瓜 瓜 瓜
攩	扌 尚头 黑
攪	扌 臼裂 乂 乂 冖 見
攫	扌 目 目 隹 又
攬	扌 臣 临右角 罒 見
攭	扌 彑 豕省 虫 虫
攮	扌 十 口 冖 口 口 寒字腰 衣省
支	十 又
攰	十 又 力
攱	立 十 又
攲	大 丁 口 十 又
攳	十 又 彐 工 口 寸
攴	卢字头 又
攵	攵
收	丩 攵
攷	丂 攵
攸	亻 2 攵
改	己 攵
攺	巳 攵
攻	工 攵
攼	干 攵
攽	八 刀 攵
放	方 攵
政	正 攵
敀	白 攵
敁	卢字头 口 卢字头 又
敂	勹 口 攵
敃	民字框 弋二 攵
敄	予 3 攵
故	古 攵
敆	合 卢字头 又
敇	木框 冂 攵
效	亠 八 乂 攵
敉	米 攵
敊	上 小 卢字头 又
敋	夊 口 攵
敌	舌 攵
敍	全字头 1 朩 卢字头 又
敎	乂 左字框 子 攵
敏	卧人 母 攵
敐	辰 攵
救	1 氺 4 攵
敒	亻 申 攵
敓	八 口 见字底 攵
敔	1 五无横 口 攵
敕	木框 口 攵
敖	龶 万无横 攵
敗	貝 攵
敘	全字头 1 朩 攵
教	耂 子 攵
敚	丷 口 见字底 攵
敛	全字头 1 应字心 攵
敜	全字头 4 5 心 攵
敝	丷 巾 八 攵
敞	尚 攵
敟	见二 龷 八 攵
敠	又 又 又 又 卢字头 又
敡	日 勹 横两撇 卢字头 又
敢	5 耳 攵
散	龷 青字底 攵
敤	日 木 卢字头 又
敥	火 火 卢字头 又
敦	享字头 子 攵
敧	大 丁 口 卢字头 又
敨	立 口 攵
敩	学字头 冖 子 攵
敪	又 又 又 又 攵
敫	白 方 攵
敬	艹 勹 口 攵
敭	日 1 勹 横两撇 攵
敮	千 臼 卢字头 又
敯	民字框 弋二 日 卢字头 又
数	米 女 攵
敱	山 1 口 䒑 卢字头 又
敲	高 卢字头 又
敳	山 1 口 䒑 攵
整	木框 口 攵 正
敵	亠 丷 冂 古 攵
敶	阝 木框 日 攵
敷	甫 方 攵
數	口 十 口 女 攵
敹	卢字头 冖 3 米 攵
敺	匚 口 口 口 卢字头 又
敻	夐字头 目 攵
敼	壴 口 卢字头 又
敽	夭 口 冂 口 卢字头 又
敾	羊 䒑 口 攵
敿	夭 口 冂 口 攵
斀	罒 勹 虫 卢字头 又
斁	罒 土 南字心 攵
斂	僉 攵
斃	丷 巾 八 攵 1 夕 匕
斄	未 攵 厂 來
斅	臼裂 乂 乂 冖 子 卢字头 又
斆	臼裂 乂 乂 冖 子 攵
文	文
斈	文 子
斉	文 乔字底 二
斊	文 耳
斋	文 而
斌	文 1 弋 止
斍	文 見
斎	文 乔字底 示
斏	文 4 艮
斐	非 文
斑	王 文 王
斒	文 户 扁字心
斓	文 门 木框 囗 丷
斔	文 虫 臼 人
斕	文 門 木框 囗 丷
斖	文 臼裂 冂 1 口 冖 且
斗	冬字底 十
斘	夕 冬字底 十
料	米 冬字底 十
斚	厶 厶 冖 冬字底 十
斛	尔字头 用 冬字底 十
斜	全字头 1 朩 冬字底 十
斝	口 口 冖 冬字底 十
斞	臼 人 冬字底 十
斟	其 6 冬字底 十
斠	寒字腰 冂 里无日 冬字底 十
斡	十 早 全字头 冬字底 十
斢	龷 由 八 冬字底 十
斣	罒 勹 虫 冬字底 十
斤	斤
斥	斤 4
斦	斤 斤
斧	八 乂 斤
斨	爿 斤
斩	车旁 斤
斪	勹 口 斤
斫	石 斤
斬	車 斤
断	米 6 斤
斮	龷 日 斤
斯	其 斤
新	立 朩 斤
斱	耂 日 斤
斲	斲字旁 斤
斳	革 二 斤
斴	米 夕 㐄 斤
斵	留字头 1 亞无一 斤
斶	斤 罒 勹 虫
斷	幺 幺 1 幺 幺 6 斤
斸	尸 犀字心头 罒 勹 虫 斤
方	方
斺	方 全字头 乔字底
斻	方 卧人 几
於	方 全字头 冬字底
施	方 卧人 也
斾	方 卧人 巾
斿	方 卧人 子
旀	方 厶 小
旁	亠 丷 冖 方
旂	方 卧人 斤
旃	方 卧人 周字框 亠
旄	方 卧人 毛
旅	方 卧人 旅下角
旆	方 卧人 1 巾
旇	方 卧人 皮
旈	方 亠 厶 荒字底
旉	甫 方
旊	方 卧人 瓦
旋	方 卧人 5 龰
旌	方 卧人 生
旍	方 卧人 全字头 4 龴
旎	方 卧人 尸 匕
族	方 卧人 矢
旐	方 卧人 见字底 冫 飞无折
旑	方 大 丁 口
旒	方 卧人 亠 厶 荒字底
旓	方 卧人 尚字头 青字底
旔	方 聿三 举字底 廴
旕	方 全字头 冬字底 口 匕
旖	方 卧人 大 丁 口
旗	方 卧人 其
旘	方 立 戈 日
旙	方 3 米 田
旚	方 卧人 覀 示
旛	方 卧人 3 米 田
旜	方 卧人 亠 囗 口 日 1
旝	方 卧人 全字头 1 曾字头无丷 日
旞	方 卧人 䒑 豕省 辶
旟	方 卧人 臼裂 与无横 丄 八
无	1 尢
旡	牙二 见字底
既	彐 瓜字心 牙二 见字底
旣	白 比字旁 牙二 见字底
旤	咼 牙二 见字底
日	日
旦	日 1
旧	2 日
旨	匕 日
早	早
旪	日 十
旫	日 刀
旬	勹 日
旭	九 日
旮	九 日
旯	日 九
旰	日 干
旱	日 干
旲	日 大
旳	日 勹 4
旴	日 1 于无横
旵	日 山
时	日 寸
旷	日 广
旸	日 5 横两撇
旹	屮 1 日
旺	日 王
旻	日 文
旼	日 文
旽	日 七 凵
旾	七 凵 日
旿	日 卧人 十
昀	日 勹 冫
昁	日 1 巾
昂	日 卬字旁 卩
昃	日 厂 人
昄	日 反字框 又
昅	日 及二 4
昆	日 比字旁 匕
昇	日 3 廾
昈	日 户
昉	日 方
昊	日 1 大
昋	1 大 日
昌	日 日
昍	日 日
明	日 月
昏	卬字旁 弋二 日
昐	日 八 刀
昑	日 全字头 4 5
昒	日 勹 横两撇
易	日 勹 横两撇
昔	龷 日
昕	日 斤
昖	日 八 厶
昗	日 亠 八
昘	日 方
昙	日 二 厶
昚	大 丷 日
昛	日 匚 叚右角
昜	日 1 勹 横两撇
昝	夊 卜 日
昞	日 1 冂 人
星	日 生
映	日 见二 大
昡	日 亠 幺
昢	日 屮 凵
昣	日 全字头 彡
昤	日 全字头 4 龴
春	春字头 日
昦	日 大 乔字底
昧	日 未
昨	日 卧人 乍字底
昩	日 末
昪	日 厶 廾
昫	日 勹 口
昬	民字框 弋二 日
昭	日 刀 口
昮	日 工 力
是	日 1 龰
昰	日 正
昱	日 立
昲	日 弓 乔字底
昳	日 3 夫
昴	日 卯
昵	日 尸 匕
昶	4 永无点 日
昷	日 皿
昸	日 夊 冬字底
昹	日 4 永无点
昺	日 1 冂 人
昻	日 工 卩
昼	尸 4 日 1
昽	日 尤 3
显	日 业
昿	日 广 厶
晀	日 见字底 冫 飞无折
晁	日 见字底 冫 飞无折
時	日 土 寸
晃	日 尚字头 兀
晄	日 尚字头 兀
晅	日 1 日 1
晆	日 土 土
晇	日 大 1 丂
晈	日 亠 八 乂
晉	1 厶 厶 1 日
晊	日 至
晋	1 业 日
晌	日 向
晍	日 冂 1 口
晎	日 龷 八
晏	日 宀 女
晐	日 亥
晑	日 向
晒	日 西
晓	日 弋二 3 兀
晔	日 亻 化字边 十
晕	日 冖 车
晖	日 冖 车
晗	日 全字头 4 5 口
晘	日 日 干
晙	日 厶 八 夊
晚	日 尔字头 口 见字底
晛	日 見
晜	日 丷 弓 2 3
晝	聿三 土 日 1
晞	日 乂 左字框 巾
晟	日 戊 5
晠	日 戊 5
晡	日 甫
晢	扌 斤 日
晣	日 扌 斤
晤	日 1 五无横 口
晥	日 宀 1 兀
晦	日 卧人 母
晧	日 告字头 口
晨	日 辰
晩	日 负字头 临下角 儿
晪	日 见二 龷 八
晫	日 卢字头 早
晬	日 亠 人 人 十
晭	日 周字框 土 口
普	䒑 业 日
景	日 享字头 小
晰	日 木 斤
晱	日 火 火
晲	日 臼 儿
晳	木 斤 日
晴	日 龶 青字底
晵	户 攵 日
晶	日 日 日
晷	日 夊 卜 口
晸	日 正 攵
晹	日 日 勹 横两撇
智	矢 口 日
晻	日 大 电
晼	日 宀 夕 㔾
晽	日 木 木
晾	日 享字头 小
晿	日 日 日
暀	日 彳 4 王
暁	日 十 艹 兀
暂	车旁 斤 日
暃	日 非
暄	日 宀 1 日 1
暅	日 忄 1 日 1
暆	日 方 卧人 也
暇	日 叚字旁无二 二 叚右角 又
暈	日 冖 車
暉	日 冖 車
暊	日 頁
暋	民字框 弋二 攵 日
暌	日 癶 1 大
暍	日 日 勹 人 6
暎	日 艹 见二 大
暏	日 耂 日
暐	日 韋字头 口 㐄
暑	日 耂 日
暒	日 日 生
暓	予 3 攵 日
暔	日 十 冂 南字心
暕	日 木框 囗 丷
暖	日 爫 无三 又
暗	日 立 日
暘	日 日 1 勹 横两撇
暙	日 春字头 日
暚	日 爫 缶
暛	日 差字头 工
暜	立 立 日
暝	日 冖 日 亠 八
暞	日 自 木
暟	日 山 1 口 䒑
暠	日 高
暡	日 八 厶 习 习
暢	申 日 1 勹 横两撇
暣	日 气 米
暤	日 白 大 十
暥	日 日 宀 女
暦	厂 木 木 日
暧	日 爫 冖 左字框 又
暨	彐 瓜字心 牙二 见字底 日 1
暩	日 祭字头 示
暪	日 卄 1 巾 入 入
暫	車 斤 日
暬	土 八 土 九 4 日
暭	日 白 冫 飞无折 十
暮	艹 日 大 日
暯	日 艹 日 大
暰	日 彳 人 人 龰
暱	日 匚 艹 左字框 口
暲	日 立 早
暳	日 丰 丰 彐
暴	日 龷 八 氺
暵	日 卄 1 口 夫
暶	日 方 卧人 5 龰
暷	日 惠字头 寸
暸	日 大 丷 日 小
暹	日 隹 辶
暺	日 口 口 日 十
暻	日 日 享字头 小
暼	丷 巾 八 攵 日
暽	日 米 夕 㐄
暾	日 享字头 子 攵
暿	日 壴 口
曀	日 士 冖 1 口 䒑
曁	白 比字旁 牙二 见字底 日 1
曂	日 龷 由 八
曃	日 隶 辶
曄	日 艹 簔字底心 十
曅	日 艹 簔字底心 十
曆	厂 禾 禾 日
曇	日 雨头 二 厶
曈	日 立 里
曉	日 土 土 土 兀
曊	日 弓 乔字底 貝
曋	日 覀 早
曌	日 月 穴 工
曍	日 自 冫 飞无折 十
曎	日 罒 土 南字心
曏	日 丝左角 3 4 彐 瓜字心 阝
曐	日 日 日 生
曑	日 日 日 全字头 彡
曒	日 白 方 攵
曓	日 屮 凵 大 木 1
曔	日 艹 勹 口 攵
曕	日 尔字头 厂 八 言
曖	日 爫 冖 心 夊
曗	日 业 羊 木无十
曘	日 雨头 而
曙	日 罒 耂 日
曚	日 艹 冖 1 豕
曛	日 千 黑
曜	日 习 习 隹
曝	日 日 龷 八 氺
曞	日 厂 艹 禺
曟	日 日 日 辰
曠	日 广 龷 由 八
曡	日 日 日 冖 且
曢	日 宀 大 丷 日 小
曣	日 卄 1 口 北字旁 匕 灬
曤	日 雨头 隹
曥	日 虍 田 皿
曦	日 美字头 禾 戈 丂
曧	日 1 口 冂 䒑 2 虫
曨	日 立 青字底 龍字边
曩	日 襄字头 寒字腰 衣省
曪	日 罒 糹 隹
曫	言 糹 糹 日
曬	日 1 丽下角 1 丽下角 鹿
曭	日 尚头 黑
曮	日 口 口 厂 5 耳 攵
曯	日 尸 犀字心头 罒 勹 虫
曰	曰
曱	日 2
曲	曲
曳	曳无丿 3
更	1 日 乂
曵	曳无丿 3 4
曶	勹 横两撇 日
曷	日 勹 人 6
書	聿三 土 日
曹	曹字头 日
曺	1 由 日
曻	日 夕 㐄
曼	日 罒 又
曽	丷 田 日
曾	丷 曾字头无丷 日
替	夫 夫 日
最	日 耳 又
朁	牙二 见字底 牙二 见字底 日
朂	日 耳 力
會	全字头 1 曾字头无丷 日
朄	申 木框 囗 丷
朅	土 厶 日 勹 人 6
朆	丷 曾字头无丷 日 勹 横两撇
朇	全字头 1 曾字头无丷 日 卑六 十
月	月
有	左字框 青字底
朊	月 1 兀
朋	月 月
朌	月 八 刀
服	月 卩 又
朎	月 全字头 4 龴
朏	月 屮 凵
朐	月 勹 口
朑	月 世
朒	月 冂 人 人
朓	月 见字底 冫 飞无折
朔	䒑 䶹 月
朕	月 䒑 大
朖	月 4 艮
朗	4 彐 瓜字心 月
朘	月 厶 八 夊
朙	囗 八 见二 月
朚	亡 日 月
望	亡 月 王
朜	月 享字头 子
朝	十 早 月
朞	其 青字底
期	其 月
朠	月 艹 见二 大
朡	月 乂 凵 八 夊
朢	臣 月 王
朣	月 立 里
朤	月 月 月 月
朥	月 火 火 冖 力
朦	月 艹 冖 1 豕
朧	月 立 青字底 龍字边
木	木
朩	朩
未	未
末	末
本	木 1
札	木 6
朮	㳈字边 4
术	木 4
朰	木 5
朱	牛 木无十
朲	木 人
朳	木 八
朴	木 卜
朵	几 木
朶	乃 木
朷	木 刀
朸	木 力
朹	木 九
机	木 几
朻	木 丩
朼	木 匕
朽	木 丂
朾	木 丁
朿	木框 冂
杀	乂 朩
杁	木 入
杂	九 朩
权	木 又
杄	木 千
杅	木 1 于无横
杆	木 干
杇	木 1 丂
杈	木 又 4
杉	木 彡
杊	木 川
杋	木 几 4
杌	木 兀
杍	木 子
李	木 子
杏	木 口
材	木 于无横 3
村	木 寸
杒	木 刀 4
杓	木 勹 4
杔	木 3 七
杕	木 大
杖	木 左字框 4
杗	亡 木
杘	尸 木
杙	木 弋
杚	木 卧人 5
杛	木 弓
杜	木 土
杝	木 也
杞	木 己
束	木框 口
杠	木 工
条	夊 朩
杢	木 工
杣	木 山
杤	木 1 万无横
来	1 米
杦	木 久二 4
杧	木 亡
杨	木 5 横两撇
杩	木 马
杪	木 少三 3
杫	木 止
杬	木 1 兀
杭	木 亠 几
杮	木 1 巾
杯	木 不
杰	木 灬
東	木框 日
杲	日 木
杳	木 日
杴	木 欠
杵	木 卧人 十
杶	木 七 凵
杷	木 巴
杸	木 殳
杹	木 亻 化字边
杺	木 心
杻	木 丑
杼	木 予
杽	木 手
松	木 八 厶
板	木 反字框 又
枀	八 厶 木
极	木 及二 4
枂	木 月
枃	木 勹 冫
构	木 勹 厶
枅	木 1 廾
枆	木 毛
枇	木 比字旁 匕
枈	比字旁 匕 木
枉	木 王
枊	木 卬字旁 卩
枋	木 方
枌	木 八 刀
枍	木 八 丂
枎	木 夫
枏	木 冂 二
析	木 斤
枑	木 1 彑
枒	木 牙
枓	木 冬字底 十
枔	木 全字头 4 5
枕	木 冖 见字底
枖	木 夭
林	木 木
枘	木 冂 人
枙	木 厂 㔾
枚	木 攵
枛	木 爪
果	日 木
枝	木 十 又
枞	木 人 人
枟	木 二 厶
枠	木 九 十
枡	木 3 廾
枢	木 匚 乂
枣	木框 冂 冬字底
枤	木 犬
枥	木 厂 力
枦	木 户
枧	木 见
枨	木 长
枩	木 八 厶
枪	木 全字头 㔾
枫	木 风省 乂
枬	木 周字框 亠
枭	鸟省 木
枮	木 卢字头 口
枯	木 古
枰	木 干 丷
枱	木 厶 口
枲	厶 口 木
枳	木 口 八
枴	木 口 刀
枵	木 口 丂
架	力 口 木
枷	木 力 口
枸	木 勹 口
枹	木 勹 巳
枺	木 末
枻	木 世
枼	世 木
枽	十 卄 1 木
枾	木 枾字边心 乔字底
枿	木 十 廾
柀	木 皮
柁	木 宀 匕
柂	木 卧人 也
柃	木 全字头 4 龴
柄	木 1 冂 人
柅	木 尸 匕
柆	木 立
柇	木 禾
柈	木 丷 举字底
柉	木 3 之
柊	木 夊 冬字底
柋	亻 弋 木
柌	木 5 1 口
柍	木 见二 大
柎	木 亻 寸
柏	木 白
某	卄 二 木
柑	木 卄 二
柒	氵 七 木
染	氵 九 木
柔	予 3 木
柕	木 予 3
柖	木 刀 口
柗	木 八 口
柘	木 石
柙	木 甲
柚	木 由
柛	木 申
柜	木 匚 叚右角
柝	木 斤 4
柞	木 卧人 乍字底
柟	木 冂 里无日
柠	木 宀 丁
柡	木 二 水
柢	木 卬字旁 弋二 4
柣	木 3 夫
柤	木 且
